text,target
bok çuvalından farkın yok oturduğun yerden kalkamıyorsun,PROFANITY
bankacılığıyla alakalı bir numaradır,OTHER
Geçen bi dizide evcil hayvana ihtiyaç varmış seni önerdim,INSULT
sen neyi halledersin ki zaten,INSULT
travesti misin lan,PROFANITY
çok basit bir şeyi bille yapamıyorsun,INSULT
seni zincire vursalar kilidyle oynaşırsın öyle orospusun,PROFANITY
oğlanı her kadın doğuramaz,SEXIST
Fakirin karnı doyunca siki kalkar,PROFANITY
kadınlar okuyunca kendilerini bişi sanıyor,SEXIST
öğrenciler hafta içinde okudukları hatimleri cuma günleri bayrak töreninin ardından toplu halde dua ederek şehitlerimize bağışlıyorlar,OTHER
Kadın iş hayatında olmamalıdır,SEXIST
kadın dediğin dayak da yemeli,SEXIST
Kürtler körler de nefret edebilsin diye kötü kokar,RACIST
Öyle bir korkaksın ki kendi başının çaresine bile bakamadın,INSULT
eski okulunda çok fazla Suriyeli olduğundan okulunu değiştirdik,RACIST
ayılar sikişirken ormana girilmez,PROFANITY
günler bir türlü geçmemektedir,OTHER
hastane inşaatı şimdiden harabe halinde,OTHER
çingenede kapaklı sahan olmaz,RACIST
oysa gerek çalışan insanların gerekse işverenlerin bu konularda bilinçlendirilmeleri ruh sağlığı alanında çok önemli kazanımlara neden olabilecektir,OTHER
pazarlamayi etkileyen cevresel faktorler,OTHER
Senin gibi seviyesiz insanlarla muhattap olmuyorum,INSULT
kan koldaki bir damara yerleştirilen plastik bir tüp aracılığıyla alınır,OTHER
Amına koduğumun çocuğu önüne baksana,PROFANITY
bu işi pompası seçenek olarak sadece bir ısıtma sistemi veya ısıtma ve soğutma tesisi olarak sipariş edilebilir,OTHER
mal insan diyeceğim de mala hakaret mi etmiş olurum bilemedim,INSULT
şu Araplar çalıyor mu çırpıyor mu ne yapıyorlarsa hep zengin çıkıyorlar,RACIST
ekip başkanı raporun tamamının ilk taslağını kontrol etmekle yükümlüdür,OTHER
amcık hoşafı,PROFANITY
Katolikler Ortodokslara göre daha tutucudurlar,RACIST
ananin lesini sikerim,PROFANITY
Bir kere de benim için çabaka amına koyduğumun çoçuğu,PROFANITY
erkek değil mi tersten anlar,SEXIST
ayn zamanda da bedava,OTHER
napıyorsun Kürt gibi baltaya saat mi onaracaksın?,RACIST
kapçık ağızlı,PROFANITY
mahallenin içme suyu şebekesi var ancak kanalizasyon şebekesi yoktur,OTHER
Türkler Avrupadaki işlerde yükselemez,RACIST
kız aklına uyup geldik,SEXIST
alman ananın amına koyayım orospu yavrusu,PROFANITY
sikimin ucuna değmezsin,PROFANITY
ağzından yalan taşıyor,INSULT
tom çaresiz görünüyor mu,OTHER
Karı gibi ağlamak sana yakışmadı evlat,SEXIST
kadınlara söz hakkı tanımayacaksın,SEXIST
kadınler erkekleri yoldan çıkarır,SEXIST
kendini götünü sik helada,PROFANITY
Hayatımıza giren virüsler hep çinlilerin her bulduklarını yemesinden kaynaklı,RACIST
ne fare gibi cıyaklıyorsun,INSULT
daveti kabul edip gittim ve gördüm,OTHER
hatta halk arasında bir inanış vardır,OTHER
okul evimden yarım millik yürüyüş mesafesinde,OTHER
küpe takan erkek	erkek değildir,SEXIST
kort kiralama bir saattir,OTHER
onlar gunde sekiz saat calisirlar,OTHER
ben senin avradını sikeyim,PROFANITY
kendini belli etmiyorsun ama yoklugun karanligin oteki adi verimsiz ve kurak sevginin bitisi huzur ve sukunetin sona erisi gibi,OTHER
bu yanındaki lavuk nereden çıktı,INSULT
cemal bey sizin chp almanya orgutlenmesindede aktif olarak yer aldiginizi biliyoruz,OTHER
insan yerine koyup adam sandim,SEXIST
Çingene beygire binmiş paşa oldum sanmış,RACIST
nereden mi aklıma geldi,OTHER
Müslümanlar hırsızlık peşinde,RACIST
Gördüğüm en ezik insan,INSULT
yunana güveneceğine yahudiye güven,RACIST
aslında kırmızı renk hiçbir boğayı kızdırmaz,OTHER
Kurtler gibi konusuyosun,RACIST
leş kargası gibisin,INSULT
ebesinin kıllı amcığına sağlı soğlu soktuğumun evladı,PROFANITY
Kime yandığın belli değil senin,INSULT
anlattıklarımı dinlemiyor bön bön yüzüme bakıyorsun,INSULT
enerji ve tabii kay,OTHER
formun nasıl olacağına karar verdikten sonra katsayılar bulunur,OTHER
Bunak yaşlılar gibi hiç bişeyler hatırlamıyorsun,INSULT
diye tutturdu adam salonda baş bağırıyordu,OTHER
erkek evde otursun cocuk baksin,SEXIST
yarağımın kurma kolu,PROFANITY
bu işlemi operatör kendi kendine yapabilir,OTHER
kurul öğretim yılı süresince ayda bir kez olağanüstü hallerde de başkan veya yurtlar müdürü nün çağrısı üzerine toplanır,OTHER
nasıl bir organizasyona sahipsiniz,OTHER
müzik bir telkin vasıtasıdır,OTHER
müzakerelerde bütün sorunlar çözüldü,OTHER
Sirtten geliyorsun kürtsündür kesin,RACIST
beynini götüne kim nakletti,PROFANITY
Sokak lambası gibisin aynı,INSULT
Senin yedi ceddini sikerim dürzü,PROFANITY
Boktan bir sünyada yaşıyoruz işte,PROFANITY
şimdi bir şey derdim de neyse kızsın,SEXIST
sağlık durumları gayet iyi,OTHER
çük kadar boyun var,INSULT
çocuklarda içe basma ile ilgili bilinmesi gereken gerçekler şunlardır,OTHER
Götünü siktiğimin iblisi bile bu küfürler yüzünden böyle günaha girmedi,PROFANITY
batı cephesi sokağa bakmaktadır,OTHER
Erkek misin sen be,SEXIST
Kadınlar gece sokağa çıkamaz,SEXIST
evet resim yetenek ister ama bizce bir o kadar da emek ister,OTHER
Seni taniyan yok neden buradasin,INSULT
öyle bir dil var ki sende karşındakini yılan gibi zehirliyorsun,INSULT
Kiz evde olsada elden sayilir,SEXIST
edepsiz mahluk seni,INSULT
ayrıca işletmecileri gayet ilgili ve güler yüzlü,OTHER
biraz kurabiye yapmak için hamur açtı,OTHER
esek cobani herif,INSULT
erkek olsan kadının etek altına saklanmazsın,SEXIST
çok önemli parametrik unsurlar,OTHER
Doğru yoldan gittin bi sikim olmadı,PROFANITY
Kadın özgür değildir,SEXIST
Hiç yeteneğin yok,INSULT
tüm yemeklerde zeytinyağ kullanılmaktadır,OTHER
Kadınlar üzerine kadın alındığı zaman sesini çıkarmamalıdır,SEXIST
kadınların tek işi evidir çalışıp ne yapacak,SEXIST
yaşam telaşınızı sikiyim,PROFANITY
çünkü geçen yıla oranla hem işler iyi hem de bayram sonrasında da bizim işlere ekstradan bir hareketlilik geldi,OTHER
Bir zenci beyazlardan nefret ettiklerini kulaklarımla duydum,RACIST
zehirlenen aile bireyleri basın mensupları ve vatandaşların yardımıyla ambulansa taşınarak hastaneye kaldırıldı,OTHER
Midesiz gibi yaptıklarını kabul etmiyeceksin değil mi,INSULT
siyasetin yolu mayınlıdır dikenlidir taşlıdır sabır işidir siyaset,OTHER
kocam siksin seni,PROFANITY
seni bi sikerim şeytan bile unutamaz,PROFANITY
kızsın sen doğru düzgün otur,SEXIST
Erkek adam hiçbir şeyden korkmaz,SEXIST
Siktiğimn geceleri çok ağır geliyor,PROFANITY
Karanlıkta zencileri gören var mı,RACIST
ne kadar prim ödemelisiniz,OTHER
gel seninle erkekçe dövüşelim,SEXIST
Oksijen ısrafısın yazık sana,INSULT
sen de yalan ya bütün doğrularının götüne koyayım,PROFANITY
İsrail mallarını kullanmayın,RACIST
yazı ise anlamın simgesidir,OTHER
Dost ile içilen rakı helal puşt ile içilen su bile haramdır,PROFANITY
kızını dövmeyen dizini döver,SEXIST
Senin alnına am yazar kafa tasını delene kadar sikerim,PROFANITY
Mülteciler sözde din kardeşimiz hırsızlıkta yağmacılıkta başı çekiyorlar,RACIST
Hödük ya insanlarla nasıl davranacağını bilmiyor,INSULT
kalsiyum karbonatlı kalsit ve aragonit ile magnezyum karbonatlı dolomit kireç taşını oluşturan başlıca minerallerdir,OTHER
avrat gibi düşman olmaz güler bildirmez köpek= gibi dost. olmaz	ulur bildirmez,SEXIST
karılara benzemişsin,SEXIST
bu farklılık nereden kaynaklanıyor,OTHER
kaz kafalı,INSULT
Narsist bir adamsın senden hiçbişey beklemiyorum,INSULT
kızını dövmeyen dizini döver derler,SEXIST
Rum dölü seni,RACIST
gelir sana şohben takar bide üsüne dilini bogazını skerim,PROFANITY
bir gün gelecek oldurmedigim her bir yahudi için bana küfür edeceksiniz,RACIST
Evlatlık olsan alınmazsın,INSULT
onu asla pantolonlu olarak görmedim,OTHER
Bütün pezevenkler yarrak yesin,PROFANITY
Mal bulmuş Mağribi gibi davranma,RACIST
beyinin yanında hanımına laf söylemek düşmez,SEXIST
Ananin amina koyayim,PROFANITY
Öyle güçlü bir adam ki sikiyle ceviz kırar,PROFANITY
kadının emekleri görünmüyor,SEXIST
Kadın dediğin yok- akademiymiş< yok meslekmiş& diye> vırvır& yapmayacak,SEXIST
Senin gibi kahpe insanı gözüm görmesin,INSULT
mahlukatın bozuk,INSULT
Deprem bile kürtlere olan nefreti dindirmiyor,RACIST
Kadınlar yöneticiliğe layık değildir,SEXIST
Kadını sırdaş eden tellal aramaz,SEXIST
Rus kadınların Antalyaya gelme sebebi belli,RACIST
Kadının yönetiği evde mutluluk olmaz,SEXIST
Eşşoğlueşşek tam bir götü gevşek,PROFANITY
Kız alan gözle bakmasın kulak ile işitsin,SEXIST
Suriyeli bir öğrenci ile benim çocuğum aynı sınıfta okuyamaz,RACIST
İftiracı bir kaç kişi kırmızı paltolu kişinin üstüne doğru gidiyordu,INSULT
Çok komik tavırları olduğu için onunla arkadaş olmadık,INSULT
ailen yarrağıma bağımlı,PROFANITY
sadelik ve şıklığın birleşiminden oluşan mükemmel tulum tasarımları bu sene de sizler için en güzel şekilde moda arşivinde yer almaktadır,OTHER
doğru yürü ayağını sikerim,PROFANITY
ne şerefsizler var şu hayatta,INSULT
kalabalıktan bir çığlık yükseldi,OTHER
uygulamalar il odalari tarafindan yurutulur,OTHER
tamam yok teşekkür ederim,OTHER
referandum sonucundan parlamentonun feshi çıkarsa eylülde genel seçim yapılacak,OTHER
Hayırlısı kız evlat tek gider çift gelir,SEXIST
zenciler fakirdir,RACIST
o hasta yataginda kalmaktadir,OTHER
Türk'ün domuz etine baktığı gibi ne biçim bakıyorsun öyle,RACIST
Ne çenesi düşük kadınmış 2 saat oldu susmadı,INSULT
Yarak kürek işler bunlar,PROFANITY
Ağlak bebe,INSULT
çok güzel ve muhteşem,OTHER
fuhuş canavarı,INSULT
japon ırkının kadınları 3sınıf görmesine katlanamıyorum,RACIST
maddi durumu elverişli olmasına rağmen yanında hizmetçi çalıştırmazdı sadece haftanın bir günü bir gündelikçi kadın gelir umumi temizlik yapardı,OTHER
kimse senin minik beyninle muhattap olmak istemiyor,INSULT
keline de gunes kremi suruyor musun,INSULT
allahın belası ibne varlık,PROFANITY
türkiye çoğunluğu müslüman olan ancak farklı dinlere farklı mezheplere farklı inançlara kültürlere sahip insanların yaşadığı bir ülke,OTHER
Suriyeli insanlar dünyadaki en yüzsüz mülteci topluluğu olabilirler,RACIST
kadınlar çok para harcar,SEXIST
diye soruyoruz< ister= istemez,OTHER
seni otobanda satarım,INSULT
kırmızı ışıkta durdun mü,OTHER
türkiye sektörde italyadan sonra ikinci sırada yer alıyor,OTHER
Asıl barbarlar Avrupalılardır ve en barbarı İngilizlerdir.,RACIST
yapamayacağını biliyordum,INSULT
Kadın dediğin cilveli olur,SEXIST
Senin gibi aşağılık insanlar hakkında konuşmak istemiyorum,INSULT
kelepçeli elleriyle dudaklarına götürdü derin bir nefes çekti,OTHER
ayrıca kutsal vatan toprağına göz diken vatan hainlerine karşı şanlı ordumuz ile omuz omuza canları pahasına mücadele etmektir,OTHER
ben mi seni adam edicem,SEXIST
sendeki kalp bizdeki dinazor taşşağı değil mi,PROFANITY
Senin ben atanı sikeyim,PROFANITY
Piçlik yapma o dönem böyle dememiştin,PROFANITY
aslında bizim ödülümüz bu yöndeydi sanırım bir anlaşmazlık olmuştu,OTHER
Kadın dediğin temiz olur,SEXIST
paket silah ve benzeri eşyaların bagajda daha güvenli bir şekilde taşınmasını sağlar,OTHER
Adamlık bende kalsın karılara uymayacağım,SEXIST
ne cırtlak bi sese sahipsin,INSULT
amı pörsümüş hala erkek arıyor,PROFANITY
ancak eğer size bu alan yetersiz gelirse yine endişeye mahal yok,OTHER
daha nice turnuvalarda yarışmaya katılmak dileğiyle,OTHER
Peyniri deri kadını erkeği saklar,SEXIST
sanırım bir şey yanıyor,OTHER
biliyorsun paralar ağaçta yetişmez,OTHER
peki neydi bu şartlar,OTHER
tarihçe köyün adı yakup atamızdan gelmektedir,OTHER
Kadın spor yapamaz,SEXIST
öyle bir yaygara kopardı ki sanırsın evi yanan Ermeni'ydi,RACIST
kızsın sen ağzına hiç yakışıyor mu,SEXIST
senin amını ayak başparmağımla karıştırırım,PROFANITY
Boyun çok kısa cüce,INSULT
sesi çıkmayan adam mı olur,SEXIST
dul kadınsın bir ihtiyacın olur,SEXIST
duba gibisin kapıdan sığmıyorsun,INSULT
beynin bassa ders çalışırsın,INSULT
Yalanını sikeyim,PROFANITY
umut vakfı olarak yurttaşlık bilincinin geliştirilmesi için çok önemli bir çalışma gerçekleştirdik,OTHER
Gençlerin önünü keserek eğitim hayatını zedeleyerek yurtlara suriyeleri yerleştirmek ne demek ya,RACIST
Oğlan çocukları ödül kız çocukları cezadır,SEXIST
sik kırığı,PROFANITY
afganlar ülkemi terk etsin,RACIST
eğer siyah küf noktaları belirirse yemlik sulandırılmış çamaşır suyu içinde bekletilmelidir,OTHER
cibiliyeti orospularla dolu kevaşe,PROFANITY
bu isin pesini birakacak degilim,OTHER
Erkek tabii hakkidir dover de sever de sover de,SEXIST
gamzendeki çukuru sikeyim,PROFANITY
ağzın kokuyor,INSULT
sağlıkçı ambulans sorunları var,OTHER
Senin gibi fakirlerle uğraşmak çok zor.,INSULT
Burun kürtlerin kimliğidir,RACIST
kadın tek dayaktan anlar,SEXIST
en üstün iyi hazdır,OTHER
kır. dizini otur= evinde be. kadın,SEXIST
kadının iyisi döşeğinden belli olur,SEXIST
Rezil gozukuyorsun,INSULT
ekonomi köyde en büyük geçim kaynağı tarım ve hayvancılıktır,OTHER
altına sıçmış gibi yürüme,INSULT
Kadınların evlendikten sonra kızlık soyadını kullanmaları saçmadır,SEXIST
Kadınsız hane kuşsuz kafese benzer,SEXIST
kürdün yağı çok olursa hem yer hem yüzüne sürer,RACIST
Aptal bi adam sevdiğinin değerini bilemeyecek kadar aptaldır,INSULT
film boyutu büyüdükçe görüntünün çözünürlüğü berraklığı ve teknik kalitesi artar,OTHER
zübük zade,INSULT
Senin tipini sikerim yelloz,PROFANITY
bugün yediğin hurmalar yarın kıçını kurcalar,PROFANITY
sahiplenici aşk bir tarafın diğer kişiye aşırı derece sahip çıkması ve onun her konuştuğu kişiyi kıskanması sonucu ortaya çıkar,OTHER
kadın kocasının hizmetçisidir,SEXIST
Seni öyle bir sikerim ki bütün tüyün kılın dökülür hasta kuşlar misali cıscıbıldak kalırsın,PROFANITY
Fahişelerin ağzı yağdan daha kaygandır,PROFANITY
grubun çürük elması da bu,INSULT
bu aşağılık insana artık akıl ermiyor,INSULT
tom sarhoş oldu ve banyo yaparken boğuldu,OTHER
o anin anlam ve onemine uygun bir papatya geldi elime,OTHER
herkes sana acıyor,INSULT
Bu hafta havalar hep yağışlı olacak sanırım.,OTHER
yamuk yapma yetime gelir koyar götüne,PROFANITY
Madem gireceğiz kabire sikişelim habire,PROFANITY
kokuşmuş suratlı,INSULT
Karı gibi saçını uzatmışsın bir etek giymediğin kalmış,SEXIST
Buyurmadan tutan evlat çağırmadan kalkan avrat,SEXIST
saçların süpürge gibi olmuş,INSULT
İnadı lazlara çekmiş,RACIST
erkek işten geldikten sonra ev işine dokunmaz,SEXIST
karıncayı sikip belini incitmemek,PROFANITY
fakülte kurulunun kararı ve üniversite senatosunun onayı ile gerektiğinde yaz okulu açılabilir,OTHER
sayısal veri elde etmek için kullanılır,OTHER
erkeğin günahı- eşikte kalır kadınınki& içeri girer-,SEXIST
At= yarrağı,PROFANITY
Suyunuz mu yok evde pislik gibisin,INSULT
Mademki Ermeni istemeden vermeli,RACIST
kırk yaşına gelmişsin halen çocuk gibisin,INSULT
Amın çocuğu,PROFANITY
ne bakıyorsun be muhallebi çocuğu,INSULT
Rus kadınlar güzel vakit geçirirsin fakat sen sen ol hiç bir zaman güvenme,RACIST
Yahudiler kendilerine peygamber gönderilen ve o peygamberleri katleden katillerdir,RACIST
Çok çirkinsin seni sevmiyorum artık,INSULT
orospunun sıçtığı,PROFANITY
Çok korkunçsun ama bunun farkında değilsin galiba,INSULT
anasi neyse danasida odur,SEXIST
bu banka sadece beyazlar oturabilir,RACIST
kadınların verdiği sözlere inanmayacaksın,SEXIST
ebenin ta amına koyayım,PROFANITY
Bu Ermeni dölüyle işim olmaz,RACIST
beceriksizlik bir marka olsaydi sen 1 numara olurdun,INSULT
tecavüzcü coşkunlar gibi bakıp durma,INSULT
Bunların da saçı uzun aklı kısa,SEXIST
para hiç mesele değildi,OTHER
Beyazlar üstün ırk olmaya devam edecekler,RACIST
yavşaklık sende rutin,PROFANITY
demek ki çok çalışabiliyorum,OTHER
fontunu siktiğimin ibneleri,PROFANITY
sıfatına sıçayım,PROFANITY
ama benim aklıma gelen birkaç örnek bunlar,OTHER
elinin hamuruyla bilmediğin işlere karışma,SEXIST
Oy almak için herkese dilendi,INSULT
şimdi çevirsen başka bir dile bu cümleleri arapçaya mesela dönüp de bakar mı kimse,RACIST
Kadın ev işi yapar erkek evi geçindirir kural böyledir,SEXIST
söz konusu etkinlikte sanayiciler proje sahipleri ile ikili görüşmelerde bulunarak kendilerine en uygun projeleri tanıma fırsatı yakalamışlardır,OTHER
canını cananını sikeyim,PROFANITY
Avrupa bir sömürü kolonisidir,RACIST
babası bu kadar zorlukları atlatmasının ardından hakkını vermek için emrine on bin çadırlık bir birlik verdi,OTHER
kadınlar her önüne gelene kuyruk sallamasın o zaman,SEXIST
ala gavat,PROFANITY
o uzun saç ne karılara benzemişsin,SEXIST
gavur amı gibi yanıyor,PROFANITY
evet her kafadan bir ses demokrasinin gereğidir ama demokrasi yalnız bu değil ki,OTHER
